channel_id,channel_name,icon,banner,subscriptions,videos,views,date_creation,channel_location,extraction_date,silver_play_button,silver_gold_button,diamond_play_button
UCRRu9OXVYd5clj2Bs29gUVQ,Zé Neto e Cristiano,https://yt3.googleusercontent.com/8B0vLJ3m4EjDNlyIHyYnzjG-WIwXzfybK8LBGCGhEtCjfQQRF1Xu6nJYnXd46sEDNaHaW-gFR4g=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/Okr9rW7ilnk7IITeyQcmcwKUJvNh41Dq-FxCK3UGgiDzzivPI-IhrbLXSw5qsoijBU4bOD2a=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",15600000,489,13603697852,2012-04-2,Brasil,2024-09-02,true,true,true
UC896QaWKoSGdZTmy9rHyU_g,Esporte na Band,https://yt3.googleusercontent.com/izG4Fp23xVwBDAKKgfKUW13csHcqtwq048eN8fR52teg0iKNsofPv7x9paFTcgsjH09d99eSzqc=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/D1pQ9hZ1M0Ve8wQUBcEjgmheD_0STmM-I_QVTvb7GAN_Np4GV2NtT8Hk7nyHnjQVKF6iTxRLRw=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",776000,2859,97984218,2018-04-18,Brasil,2024-09-02,true,false,false
UCSRhHqL5nIlhyt1-LIzsXJA,Mundo Torajo Jovem,https://yt3.googleusercontent.com/Wk0Jw2GJNsuAxanG_uTZLfORldSmI23oI0ppFnoHDAWm2oO6sa8d1wRj-Macml7I91l5UmrVfA=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/vqJYnPy17kmWzhbJ5kkhKCLuzLy_BMe-pdHO5NUVqwtajYARhlRsz-6fkXbO3WfKFugqyvAm=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",628000,121,40883012,2023-08-16,Brasil,2024-09-02,true,false,false
UCJO_H1wW8zWTA1yHVy2s-Fw,Kleberiano,https://yt3.googleusercontent.com/cIZXDBv5kq2O5Miu-wpk0CeuJX1mXKvj5pjo2F1SMKVtbiD9C6w5JiOU8-yyphKKEDcSRdsCxg=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/ejW4VhcRwwhBKfU6uB1V4E8d0jMH0V0SWqDiFtyCAjfUpo5FMs_J8Ft-Tn19urqQw7PNbu7Hcw=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",2230000,502,416825287,2013-11-10,Brasil,2024-09-02,true,true,false
UCGR6txIsYGGngIqjIzXt93Q,Apuh 2,https://yt3.googleusercontent.com/9se87LKQGqpAHpjZ-ZrVRkd8jszScCDllsDTfZHcjg80crPGj2K4TqXV7nCwLA-4UaXXWZjp=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/gDY6cKlWJF375iKIhRiTpj36QkJNVNigMrvf_cqzxnFy9_pVK_9b8YkhJUFrIEnc2Tg0vJ3x=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",166000,24,7354307,2022-10-26,Brasil,2024-09-02,true,false,false
UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,https://yt3.googleusercontent.com/ytc/AIdro_ldT8kWzx6T1Q7LQL4ENvkeCGjFP6hUzWgHSVtjddJ5Ib0=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/AgaAy56OcOTNWBBIVO_ZrOJO-mm0ZuUEllsKiQ_Yt3XNQZAlCXkQ0ZXuD08ta-v96pVGmpV_=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",75600000,2014,35632195780,2008-06-4,Coreia do Sul,2024-09-02,true,true,true
UCEOGSdXwcXcNfcuDGbjmgOw,Julia MineGirl,https://yt3.googleusercontent.com/ytc/AIdro_nOrXpOqUTmS6jBDdMDmlEsflVdz2q-2hjmrslwODhvWoE=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/J_UujcHWjSwdOJZebVbJm8nDVJFOboddx9cBTq551Sz1rAHyFNAPO7RgWdBQkHYpH5lidkogug=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",11100000,2564,8466800866,2015-09-21,Brasil,2024-09-02,true,true,true
UClQ3NafOy_42dJ0toK3QUKw,Stay Wild,https://yt3.googleusercontent.com/8Yat-ht6uSglpKe5BonuiW3ZeaoU89MP0652EWzITq0lMWYD99Ak1pZXdZlqrSjUVm5WRjErnA=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/QBEDMR1LysX-uQNSzMwotNq0YBEwY45sHYNsapAgc7eiq_IGBhR73_ELfBISZb98NTcebxHQbA=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",5790000,178,1559845014,2020-10-6,Estados Unidos,2024-09-02,true,true,false
UCNUQK9mQoqi4yNXw2_Rj6SA,GR6 EXPLODE,https://yt3.googleusercontent.com/SahCIj4fyMUcrq0JGidN_XhfX93kGrwsLecVJ0drg5ycQVWKT9TTVPL6TYe0jzMm9GoX3iFtkQ=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/wvwgL8E94yBIPPaJIcXn3QrBaO5VGqfepFhb45KujyKeXMmHOy06_BwNO9W3d7PEMVOFPjBNCw=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",41200000,3235,28147768805,2014-08-4,Brasil,2024-09-02,true,true,true
UC63iwP6BtIjxB6xn1GKR6Lw,Emilly Vick,https://yt3.googleusercontent.com/-j8MrNAuS0IHQpJGoWRnX0HMCzT6e213cd_Qcpl-Lrg41K0C3smPB3QrLxCf3dGGjdK_T8xTpu8=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/WFrNiJDf5eVDFJw2dGbhqbYeWA4oR4whjOzj00N3EalFR3Hewq0BHWzPWh5hIdrcFEoRmiN5HQ=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",18900000,715,7997434365,2015-01-29,Brasil,2024-09-02,true,true,true
UCgqD3GdUEfupsdY1kmFLIrw,Paramount Brasil,https://yt3.googleusercontent.com/BI5B5SY-S_TxK9Abta4dbcid4m6mbAbEJtWLEOJfNugA0eAoSvqk-hPZxxSDS-TPoBCl5_XaiWM=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/k5jGuIVT33YZReAPm0a2TDYV0aqNjpVol9NpXX0tl6r96mPhobwYnFYbIRZHKi_-YL3CcdFf2DE=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",407000,1444,604350392,2011-09-20,Brasil,2024-09-02,true,false,false
UCOa-WaNwQaoyFHLCDk7qKIw,FLA TV,https://yt3.googleusercontent.com/e9noVb2cGJayGLqn9mNVaNiciWF4LciE2NB84klw6zme0bKyK5CPwqybg5nVhxz6OTNc3OC07w=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/_s-myZs-SDk2ZPNOBr9JA_sr7IXkUoeP081UkXjWAZoEOa2SX3ABbboolqnWrVeTk9eGRTzU=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",7040000,10823,870827940,2006-02-26,Brasil,2024-09-02,true,true,false
UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,https://yt3.googleusercontent.com/yKfa-GV-v_O-6jZKHwBuc2FX0Q5ths8OqYTOAmOwzVY0q3miZT0L-rUzve-M2QBdONcTYaEO_JI=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/nVcFLog8OaXYCQWdcr6RY-VzdJ6IKgdqKwcG4LcpB9OISMn187VsGuWfcw8UUZw6D1sajVRCbw=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",55700000,27,375381034,2024-07-8,Portugal,2024-09-02,true,true,true
UCSKtuoTEJ-1WS-ZUzfx_SIw,MonsterUP,https://yt3.googleusercontent.com/tDm9wDp2iz-gnoy7R8g8ylfmFyPmDxbmrFDOYgkosjX9QIi_rePWhQef05KV6L9Zr3xI94qx=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/In12ZkqMP5LbK883Lo-wMwV9wkD-xv_mjI_Et-PC9ZVwDaHC17uV4AaTlk6hhiudkQXX-hEw4hM=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",1650000,60,241840888,2013-01-4,Áustria,2024-09-02,true,true,false
UCsSsgPaZ2GSmO6il8Cb5iGA,DaFuq!?Boom!,https://yt3.googleusercontent.com/P2dEEGGTZdLx7313inVbiONF5Kz-Pqik9o6s255XtMWMoxikwsswwvf57o3xBq7NSGsXK9lDNQ=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/0ievIOy4OdQXfLXx5AJyDIjdwz7kWaBWjJ7gY0pkqnfayWMm0IeHHXSEuDkZVNaW88CrwY07tec=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",43600000,298,17469872357,2016-06-6,Estados Unidos,2024-09-02,true,true,true
UCj0rz9HZ7N_a49mLaJGHP6A,Supernova Ent.,https://yt3.googleusercontent.com/fnjPwp7jENTlEXbJH4j-Arepp-MeNDcCkVRotGxTNRMSeMjHd57ORh8GPVuzn4rDCMR5XKXo1Og=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/aUYUPzv6oUpjCIl6zJLrWAx80gEAESN9OBujHxWKLyQgjaNk3n451zhsbZpeNj2_OLmjM6BgNlQ=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",47200,12,8834522,2021-09-20,Brasil,2024-09-02,false,false,false
UC_oToDrJ6uca7d1dFVBmLtg,Canal GOAT,https://yt3.googleusercontent.com/lQbsmXG4-b751D81rRQ2DSmXVsu7WRPelClSw4Oc3jkJ6dxzgUne8AyZL4A6v5uH74x659wnvA=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/K3NV8lAIUChvqZX4ngs5oFkYy9NAYyWsJf-sBNVLMolYwu_d9oufONjN6_UxjJwrC2qPI2o1BA=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",3620000,2139,341030682,2019-02-27,Brasil,2024-09-02,true,true,false
UCsMDJc3aq2qxh0bu53gToFQ,Daiane Pimenta,https://yt3.googleusercontent.com/_kzDmXI5MKBao-sVRrOgD2SAnqjw92VeS8kviZcJF7Rwbmsk5GmeyCXnYI_hH5uaVvNrQ5o_=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/jcT9kjJi5T-eF33rtTerb4o4RRQf8GxbjFmLD9eO1vpMaros5cJaq5VduaeSq2xQLbQnCDO0uA=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",597000,173,102262689,2016-04-13,Brasil,2024-09-02,true,false,false
UCU06XOgERkQV7xCsrNLTf4Q,MC Hariel,https://yt3.googleusercontent.com/AM2m13BstcZT0o-UNOnVsd1AtKbSs2qChvCDuNV0XYgIn0xqedjb2A0tUpPOJ1BBkbvCYICjWg=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/Pp5KGp5PiYmR21OFGLGGDZcMTxrvowQ_hSRfXb1elyqPGGJfN6r4ss5tnMiM91AoP0w7tLYgDQ=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",1980000,251,881310164,2019-05-13,Estados Unidos,2024-09-02,true,true,false
UCxXe1Bjpw5Y00YzqZc6CGRw,Caio Araujo,https://yt3.googleusercontent.com/ytc/AIdro_lKpDMwAwQ5Y69t1HBQn8sIytzhcnQOx2cYM0nzhX_JwKw=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/NlOkkbI2rUw8II39nhi8HKdBf3rB1QOQrzV_I7tYs9Y87gFDYN6876ZrWCRWcStBusq0Wh1k=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",1890000,534,187799749,2017-11-6,Brasil,2024-09-02,true,true,false
UCNl_i-ggJbZNyOLlhE7yyhw,Jornal da Gazeta,https://yt3.googleusercontent.com/ytc/AIdro_lgrZefqWi4riMBcUtTwLWKABRdJJ3jrlLbU5nhSoyjr9M=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/a0dTT6UUIIXSPpu3AoGqG3t7Icgcg6JGE7rpyWzXr_3ANeRooV2HGy4ygi9pYu86EmjUaeg8WA=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",968000,46232,279610301,2007-01-4,Brasil,2024-09-02,true,false,false
UCL64gn1KZ1C-u87BGQv3b6w,Jorge &amp; Mateus Oficial,https://yt3.googleusercontent.com/RhoxNU2GcW0Zvw4kZnD9xRTjmoJFcBDvd46RwHGM-5clT_CLkUbp6OS1awXKcZoZuPy7Q7E6ZBI=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/E5uSJ7qylAlDNM0jvlGV7RFQL6Ex8vlvC_2upXIc6h28pCzv-LUUwLvSzWk1rBT-q6Z1nRdASQ=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",15100000,354,10296710285,2008-07-29,Brasil,2024-09-02,true,true,true
UC3EPFEI1TdOtPdDPS1nRt2w,Nattan,https://yt3.googleusercontent.com/jNNrrYSxzdlg9Ptot8f2kZEGz7dGxos2pkT1uplaMzca8942VNqpxDF3XgNJtzXX-RHpaZtiTw=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/t-WjlPo8ClpsV1y-Bh27Dl4F7y0fRb6eKu82kQ9Rj8D18k4B5QISVHyuZibMVR3ZQALgy1VC=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",2110000,337,1688010153,2019-02-15,Brasil,2024-09-02,true,true,false
UC_oToDrJ6uca7d1dFVBmLtg,Canal GOAT,https://yt3.googleusercontent.com/lQbsmXG4-b751D81rRQ2DSmXVsu7WRPelClSw4Oc3jkJ6dxzgUne8AyZL4A6v5uH74x659wnvA=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/K3NV8lAIUChvqZX4ngs5oFkYy9NAYyWsJf-sBNVLMolYwu_d9oufONjN6_UxjJwrC2qPI2o1BA=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",3620000,2147,342411053,2019-02-27,Brasil,2024-09-04,true,true,false
UC1Uc7VKcHGDSMxNnztQlHSA,Henrique Carvalho,https://yt3.googleusercontent.com/HZfXyfZpa_Otc_gVa225b46H5CXRVifPxitGolXuetzeAz9-cbm5ikXvtvFd2QcISA3bMJwokQ=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/qqQezCM9UYH7rOwd2KVn850EUVE1Ov3UQASD3Bo67ePh_dCDzinSfFJhn7Tsn6RZR-v_3G0gFRU=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",607000,327,83302929,2013-03-26,Brasil,2024-09-04,true,false,false
UC4t2mdI8uAiJDJSRjiWJT1Q,Gabriela Rocha,https://yt3.googleusercontent.com/HO4DK3DMKOSiJCBmKE48TcoMPdxoYFSOf4VsErfo1ap_QDNT2M7IQrDalUXOrrcH4HB-llGnPQ=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/_hzOWUaojPwRg5y9GzG63JZfvNJUwMfwhzK8NuvUW0weds-5_lFRcLAc0eAPp14XtmQjmWBuew=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",9340000,262,3950197588,2011-06-3,Brasil,2024-09-04,true,true,false
UCJIl6Ahgkfwg1DRYcg-kY3g,Mendrake,https://yt3.googleusercontent.com/z4bbeeE2xi_tZzOIRjWPzVQsP4VGGy6DUYhPidz9SJBqa1dViGW9Z_xInr2IPY5kMFP5alH3jw=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/J2nrq0Uw5m2NpwP4JThP0qIMEH9u7delgNbw5DE3misiDJB0ySstW79O_fKIp86gnFQmPSa_Yg=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",1740000,278,253186827,2021-07-30,Brasil,2024-09-04,true,true,false
UC896QaWKoSGdZTmy9rHyU_g,Esporte na Band,https://yt3.googleusercontent.com/izG4Fp23xVwBDAKKgfKUW13csHcqtwq048eN8fR52teg0iKNsofPv7x9paFTcgsjH09d99eSzqc=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/D1pQ9hZ1M0Ve8wQUBcEjgmheD_0STmM-I_QVTvb7GAN_Np4GV2NtT8Hk7nyHnjQVKF6iTxRLRw=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",776000,2632,99132816,2018-04-18,Brasil,2024-09-04,true,false,false
UCNVsZnDXOM4PodYIEgM2e4w,Roda Viva,https://yt3.googleusercontent.com/ytc/AIdro_kfyLAWctOIzjZr-kolr68qWcxh95K-Lpo0r0FsDOkRI3c=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/itdpinC8cb4xdNkzry0UnQFbgM1SyshPxrGGpA4YkZnW6jXyjSATIBBOKyOCRUYEUr5YEeHH=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",1790000,9405,263245559,2006-05-9,Brasil,2024-09-04,true,true,false
UCj0rz9HZ7N_a49mLaJGHP6A,Supernova Ent.,https://yt3.googleusercontent.com/fnjPwp7jENTlEXbJH4j-Arepp-MeNDcCkVRotGxTNRMSeMjHd57ORh8GPVuzn4rDCMR5XKXo1Og=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/aUYUPzv6oUpjCIl6zJLrWAx80gEAESN9OBujHxWKLyQgjaNk3n451zhsbZpeNj2_OLmjM6BgNlQ=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",48200,12,9239206,2021-09-20,Brasil,2024-09-04,false,false,false
UCEWHPFNilsT0IfQfutVzsag,Porta dos Fundos,https://yt3.googleusercontent.com/vPDI93oKZrpEF-5i2Q5n6UTW-DyQuCMtmtgHoZMTvDn-Xem-2mMad-ZSxBWkHOj_9Wp9i4c9=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/A2haxR6m46unnqOGxdf9Ac59D7FSBUQcxCpmrnlGqjX673gCshL8ouUCH-6u5CCYeDqj0NFb=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",18200000,2638,8274921489,2012-03-11,Brasil,2024-09-04,true,true,true
UCgqD3GdUEfupsdY1kmFLIrw,Paramount Brasil,https://yt3.googleusercontent.com/BI5B5SY-S_TxK9Abta4dbcid4m6mbAbEJtWLEOJfNugA0eAoSvqk-hPZxxSDS-TPoBCl5_XaiWM=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/k5jGuIVT33YZReAPm0a2TDYV0aqNjpVol9NpXX0tl6r96mPhobwYnFYbIRZHKi_-YL3CcdFf2DE=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",408000,1446,605462042,2011-09-20,Brasil,2024-09-04,true,false,false
UCghoGp6lvf3Lfu9cYdfIqtw,chip,https://yt3.googleusercontent.com/MQHXuZj72K5xKcmlk60PHZmZs74fy9F7vHG-Ta8XAwmJYhUFs6zUSUqO7hMASsgYsu9GphNy-is=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/Ihq2ii-vVltceImC2CUD_rsyCgEKSPobAt6MMbkNRc9YsTeL3aMGO8xCpwWqdvo04_-W5GPb=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",786000,251,57870361,2016-04-21,Brasil,2024-09-04,true,false,false
UCV306eHqgo0LvBf3Mh36AHg,Felipe Neto,https://yt3.googleusercontent.com/CYXuAMMhgqaU8bK2VabYbi35CK4ByHRmEJx5tpVncsHhtPfaTacdosGEzkJ5Z-dinGSM7ZXM=s900-c-k-c0x00ffffff-no-rj,"https://yt3.googleusercontent.com/Gr3rSQFWQsXPuyOosxvUkluanNUrpSQrGpD52LToD5wBzIFmESJlFCRD27cZIQ93FgZ0Vj1W5g=w1060-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",46600000,5113,17941186793,2006-05-15,Brasil,2024-09-04,true,true,true
