title,channel_id,channel_link,likes,views,comments,duration,date,thumb,family_friend,extraction_date
Você consegue construir a base MAIS segura do Minecraft?,UCgrFZP2B8H6pWgPL1bAqkiQ,http://www.youtube.com/channel/UCgrFZP2B8H6pWgPL1bAqkiQ,22971,991087,674,00:50:34,2024-08-23T05:00:06-07:00,http://img.youtube.com/vi/5reGZ-NJG7w/maxresdefault.jpg,1,2024-09-02
"MC IG, MC RYAN SP, MC HARIEL - QUER FALAR O QUE? (DJ MURILLO E LT, FEPACHE) [FAIXA 07 - BAD BOYS]",UCYLWk7x2Jg9CRD71MnPRTOg,http://www.youtube.com/channel/UCYLWk7x2Jg9CRD71MnPRTOg,28616,1318690,1100,00:05:30,2024-08-21T17:00:06-07:00,http://img.youtube.com/vi/JJRuIndvE4w/maxresdefault.jpg,1,2024-09-02
FLOOR 2 ENDING + ALL CUTSCENES &amp; BOSSES! - DOORS Floor 2 Update [The Mines],UCmkpamA3VzxnbJuUAY8vMEw,http://www.youtube.com/channel/UCmkpamA3VzxnbJuUAY8vMEw,51512,2842190,4500,00:12:02,2024-08-30T21:13:31-07:00,http://img.youtube.com/vi/IXFKvV0hx20/maxresdefault.jpg,1,2024-09-02
"Victoria, Anitta - GET UP B*TCH! shake ya ass (with Anitta) (Official Video)",UCTbp-9j8d7KanfWwCfY0bqg,http://www.youtube.com/channel/UCTbp-9j8d7KanfWwCfY0bqg,86885,1023171,8800,00:04:14,2024-08-29T15:00:06-07:00,http://img.youtube.com/vi/-RYC77nQKAE/maxresdefault.jpg,1,2024-09-02
24 HORAS IMITANDO O LEOZIN *Sobrevivemos?,UC63iwP6BtIjxB6xn1GKR6Lw,http://www.youtube.com/channel/UC63iwP6BtIjxB6xn1GKR6Lw,95566,5327639,4800,00:10:53,2024-08-26T08:00:34-07:00,http://img.youtube.com/vi/XaEkHoMtc5Q/maxresdefault.jpg,1,2024-09-02
PRENDI 2700 PEIXES TROPICAIS DO MINECRAFT,UCJIl6Ahgkfwg1DRYcg-kY3g,http://www.youtube.com/channel/UCJIl6Ahgkfwg1DRYcg-kY3g,28144,971599,2300,00:26:57,2024-08-22T06:28:03-07:00,http://img.youtube.com/vi/gwuQ_Cp-oG8/maxresdefault.jpg,1,2024-09-02
"MC Hariel, MC Kelvinho, MC Tuto, MC Don Juan e MC Joãozinho VT - Marola Estrangeira - FUNK SUPERAÇÃO",UCU06XOgERkQV7xCsrNLTf4Q,http://www.youtube.com/channel/UCU06XOgERkQV7xCsrNLTf4Q,24870,517795,472,00:06:52,2024-08-29T17:00:08-07:00,http://img.youtube.com/vi/nQ064CgTQxE/maxresdefault.jpg,1,2024-09-02
"$1 vs $20,000 Football Seats",UCop6604O_QwmEum6e0Riz2w,http://www.youtube.com/channel/UCop6604O_QwmEum6e0Riz2w,110204,8516984,3200,00:32:25,2024-08-24T05:00:39-07:00,http://img.youtube.com/vi/_9LXdVwoHmU/maxresdefault.jpg,1,2024-09-02
skibidi toilet 77 (part 2),UCsSsgPaZ2GSmO6il8Cb5iGA,http://www.youtube.com/channel/UCsSsgPaZ2GSmO6il8Cb5iGA,708105,12424828,53000,00:03:15,2024-08-31T10:00:49-07:00,http://img.youtube.com/vi/x1HMTr0mp8U/maxresdefault.jpg,1,2024-09-02
VERGONHOSO: SANTOS FAZ 2-0 E MESMO COM UM JOGADOR A MAIS CEDE EMPATE,UCOSdNJnoPI6rxbrFihfd99A,http://www.youtube.com/channel/UCOSdNJnoPI6rxbrFihfd99A,9659,95958,2000,00:14:12,2024-08-30T20:58:29-07:00,http://img.youtube.com/vi/PZiPrkNxBdw/maxresdefault.jpg,1,2024-09-02
"Raphinha brilha com hat-trick, e Barcelona atropela o Real Valladolid em LALIGA",UCw5-xj3AKqEizC7MvHaIPqA,http://www.youtube.com/channel/UCw5-xj3AKqEizC7MvHaIPqA,79414,1518573,3400,00:10:43,2024-08-31T10:18:35-07:00,http://img.youtube.com/vi/TwrJup8dY1w/maxresdefault.jpg,1,2024-09-02
"WELCOME TO THE FAMILY, MOE! (Brawl Stars Animation)",UCooVYzDxdwTtGYAkcPmOgOw,http://www.youtube.com/channel/UCooVYzDxdwTtGYAkcPmOgOw,287130,10469573,11000,00:00:39,2024-08-29T01:16:15-07:00,http://img.youtube.com/vi/nkv5GsbUUfQ/maxresdefault.jpg,1,2024-09-02
"Pega Nóis, Não Pega Não - MC Tuto, MC Cebezinho e MC Kako (Áudio Oficial) DJ Oreia",UC1erzuuEMuxBcKHEBTigaCg,http://www.youtube.com/channel/UC1erzuuEMuxBcKHEBTigaCg,47939,3084254,817,00:04:57,2024-08-19T17:04:20-07:00,http://img.youtube.com/vi/pNEj9LTu6QE/maxresdefault.jpg,1,2024-09-02
LEÃO VENCE NO INÍCIO DA 2ª FASE - Remo 2x1 Botafogo - Melhores Momentos - Série C,UCMcc9elPZGpg6eU4i3YaCpA,http://www.youtube.com/channel/UCMcc9elPZGpg6eU4i3YaCpA,2884,122800,253,00:07:29,2024-08-31T16:30:31-07:00,http://img.youtube.com/vi/mKdTMWB40t0/maxresdefault.jpg,1,2024-09-02
"NOIS JÁ TÁ RICO - MC IG, MC Ryan SP e Orochi (DJ Glenner, DJ Negret) Bad Boys",UCNUQK9mQoqi4yNXw2_Rj6SA,http://www.youtube.com/channel/UCNUQK9mQoqi4yNXw2_Rj6SA,55462,2263566,2300,00:04:43,2024-08-21T17:00:07-07:00,http://img.youtube.com/vi/_-BSqyx2XZc/maxresdefault.jpg,1,2024-09-02
ZERANDO O MINECRAFT AO CONTRÁRIO (Em dupla),UCukwGwBD-pAbGzoJo6ZXPtQ,http://www.youtube.com/channel/UCukwGwBD-pAbGzoJo6ZXPtQ,50214,2051818,1600,00:34:37,2024-08-23T05:00:31-07:00,http://img.youtube.com/vi/KLIpmGpzVgE/maxresdefault.jpg,1,2024-09-02
"COPA FLA BY PIXBET - FINAL - FLAMENGO, FLUXO, DOLLARS, NOISE, FAZ O P - AO VIVO - 31/08",UCOa-WaNwQaoyFHLCDk7qKIw,http://www.youtube.com/channel/UCOa-WaNwQaoyFHLCDk7qKIw,40902,546270,97,04:33:05,2024-08-31T19:50:34-07:00,http://img.youtube.com/vi/MXusGy2f6Jk/maxresdefault.jpg,1,2024-09-02
Sabrina Carpenter - Taste (Official Video),UC4mYKePIas5YgGfYZ2J2OxQ,http://www.youtube.com/channel/UC4mYKePIas5YgGfYZ2J2OxQ,2078667,45912096,63000,00:03:18,2024-08-23T07:00:08-07:00,http://img.youtube.com/vi/KEG7b851Ric/maxresdefault.jpg,1,2024-09-02
"Build The Deadliest Toy Car, Win $1,000!",UClQ3NafOy_42dJ0toK3QUKw,http://www.youtube.com/channel/UClQ3NafOy_42dJ0toK3QUKw,74171,4716913,3500,00:40:23,2024-09-01T11:22:57-07:00,http://img.youtube.com/vi/S3UQfZWNTpY/maxresdefault.jpg,1,2024-09-02
CEARÁ X NOVORIZONTINO | BRASILEIRÃO SÉRIE B 2024 | AO VIVO E COM IMAGENS,UC_oToDrJ6uca7d1dFVBmLtg,http://www.youtube.com/channel/UC_oToDrJ6uca7d1dFVBmLtg,35177,691027,16,03:54:03,2024-08-26T20:40:15-07:00,http://img.youtube.com/vi/7j7Kbf6F4hA/maxresdefault.jpg,1,2024-09-02
"If You Clean It, You Keep It!",UClQ3NafOy_42dJ0toK3QUKw,http://www.youtube.com/channel/UClQ3NafOy_42dJ0toK3QUKw,440383,31660497,20000,00:46:07,2024-08-20T11:38:45-07:00,http://img.youtube.com/vi/tehvSP4WJmQ/maxresdefault.jpg,1,2024-09-02
A história das traps no Minecraft,UCghoGp6lvf3Lfu9cYdfIqtw,http://www.youtube.com/channel/UCghoGp6lvf3Lfu9cYdfIqtw,10990,181828,741,00:18:17,2024-08-31T19:54:09-07:00,http://img.youtube.com/vi/OSjY_wCnv1s/maxresdefault.jpg,1,2024-09-02
GRÊMIO 2 X 3 ATLÉTICO-MG | MELHORES MOMENTOS | 25ª RODADA BRASILEIRÃO 2024 | ge.globo,UCgCKagVhzGnZcuP9bSMgMCg,http://www.youtube.com/channel/UCgCKagVhzGnZcuP9bSMgMCg,25954,847439,3200,00:03:31,2024-09-01T09:19:27-07:00,http://img.youtube.com/vi/ByQNok9lxnQ/maxresdefault.jpg,1,2024-09-02
Nattan e Melody - Eu Vou Sentar (DVD Estilo Nattanzinho),UC3EPFEI1TdOtPdDPS1nRt2w,http://www.youtube.com/channel/UC3EPFEI1TdOtPdDPS1nRt2w,29040,3923714,760,00:02:29,2024-08-23T06:59:17-07:00,http://img.youtube.com/vi/aKwDqCGhR58/maxresdefault.jpg,1,2024-09-02
BRUSQUE X SPORT | BRASILEIRÃO SÉRIE B 2024 | AO VIVO E COM IMAGENS,UC_oToDrJ6uca7d1dFVBmLtg,http://www.youtube.com/channel/UC_oToDrJ6uca7d1dFVBmLtg,27120,675109,13,02:34:10,2024-08-27T19:20:27-07:00,http://img.youtube.com/vi/q8AnjOnZSH4/maxresdefault.jpg,1,2024-09-02
Patricia Abravanel fala pela primeira vez após partida de Silvio Santos,UC-5npwFvOH9Mp_a15T0VT9g,http://www.youtube.com/channel/UC-5npwFvOH9Mp_a15T0VT9g,29661,525786,1300,00:07:33,2024-09-01T15:00:04-07:00,http://img.youtube.com/vi/8kji5g-qWoU/maxresdefault.jpg,1,2024-09-02
Race Highlights | 2024 Italian Grand Prix,UCB_qr75-ydFVKSF9Dmo6izg,http://www.youtube.com/channel/UCB_qr75-ydFVKSF9Dmo6izg,115724,4737441,5000,00:08:14,2024-09-01T08:44:10-07:00,http://img.youtube.com/vi/sTmpbEYUba0/maxresdefault.jpg,1,2024-09-02
"MANO BROWN, MC IG, MC PH, MC RYAN SP (DJ GLENNER) [FAIXA 01 - BAD BOYS]",UCYLWk7x2Jg9CRD71MnPRTOg,http://www.youtube.com/channel/UCYLWk7x2Jg9CRD71MnPRTOg,48614,1579206,1500,00:05:51,2024-08-21T17:00:06-07:00,http://img.youtube.com/vi/KPY1lpzY6Gg/maxresdefault.jpg,1,2024-09-02
FUGI PELO MAR PERIGOSO DOS MEUS PAIS MALVADOS!! (SCHOOLBOY RUNAWAY),UCPl_3zCQnCB4Iv79UD_i-5A,http://www.youtube.com/channel/UCPl_3zCQnCB4Iv79UD_i-5A,13183,199727,196,00:21:29,2024-08-31T17:42:25-07:00,http://img.youtube.com/vi/gZVJVPsew_Y/maxresdefault.jpg,1,2024-09-02
O MURDER ESTÁ DE FÉRIAS NA PRAIA! (Murder Mystery 2),UCEOGSdXwcXcNfcuDGbjmgOw,http://www.youtube.com/channel/UCEOGSdXwcXcNfcuDGbjmgOw,24042,370361,3100,00:12:48,2024-09-01T07:00:18-07:00,http://img.youtube.com/vi/LoCGtNYitJY/maxresdefault.jpg,1,2024-09-02
MC Daniel - NÃO PARA  feat. Ludmilla (CLIPE OFICIAL),UCwnSOhrpJLe-bwARGDMQEVA,http://www.youtube.com/channel/UCwnSOhrpJLe-bwARGDMQEVA,27157,758595,962,00:02:17,2024-08-27T16:00:07-07:00,http://img.youtube.com/vi/i6OoPQ9lZu0/maxresdefault.jpg,1,2024-09-02
BOTAFOGO 2 X 0 FORTALEZA | MELHORES MOMENTOS | 25ª RODADA BRASILEIRÃO 2024 | ge.globo,UCgCKagVhzGnZcuP9bSMgMCg,http://www.youtube.com/channel/UCgCKagVhzGnZcuP9bSMgMCg,29816,1015395,2500,00:03:57,2024-08-31T19:11:20-07:00,http://img.youtube.com/vi/Ta151tRJatw/maxresdefault.jpg,1,2024-09-02
skibidi toilet zombie universe 41 ( New Virus),UCSKtuoTEJ-1WS-ZUzfx_SIw,http://www.youtube.com/channel/UCSKtuoTEJ-1WS-ZUzfx_SIw,71835,1729248,3000,00:03:00,2024-09-01T03:10:07-07:00,http://img.youtube.com/vi/retpjIil62E/maxresdefault.jpg,1,2024-09-02
PASSAMOS 100 HORAS BRIGANDO *Grupo dos rosa,UC63iwP6BtIjxB6xn1GKR6Lw,http://www.youtube.com/channel/UC63iwP6BtIjxB6xn1GKR6Lw,73388,2639192,4200,00:09:55,2024-08-30T08:01:03-07:00,http://img.youtube.com/vi/udKHuARqBmQ/maxresdefault.jpg,1,2024-09-02
Vida de Peixe no Minecraft,UCrcBZDofBltcgGxphNia2tw,http://www.youtube.com/channel/UCrcBZDofBltcgGxphNia2tw,18402,581551,1200,00:26:38,2024-08-31T06:10:29-07:00,http://img.youtube.com/vi/yrSmFNDCsHM/maxresdefault.jpg,1,2024-09-02
O QUE FOI ISSO?? NÃO DÁ MAIS PARA AGUENTAR!! NOSSA CASA NO BRASIL/ NUBIA VIANA,UCq6FbZEjOg3YDUuHcH6E4uA,http://www.youtube.com/channel/UCq6FbZEjOg3YDUuHcH6E4uA,20206,138558,2200,00:20:10,2024-08-30T14:40:48-07:00,http://img.youtube.com/vi/PDBO54nRumU/maxresdefault.jpg,1,2024-09-02
Luan Santana - CLONE (Ao Vivo na Lua),UC6rwiIxv0w2fbmmr66wl1rA,http://www.youtube.com/channel/UC6rwiIxv0w2fbmmr66wl1rA,43632,5117060,3000,00:02:44,2024-08-23T08:00:06-07:00,http://img.youtube.com/vi/7sqvbH_ONcc/maxresdefault.jpg,1,2024-09-02
ENDR1K É O MELHOR BRASILEIRO ATUANDO NA EUROPA! TEVE GOLAÇO DA JÓIA BRASILEIRA NA VITÓRIA DO RE4L,UClHJ7hWP-oGSOlZyeuqyBww,http://www.youtube.com/channel/UClHJ7hWP-oGSOlZyeuqyBww,14752,1129127,629,00:08:46,2024-08-31T14:42:57-07:00,http://img.youtube.com/vi/FCFW-UOifNk/maxresdefault.jpg,1,2024-09-02
Discover the BEST Autumn Festivities in Hay Day!,UCBrMq7wkdPWb3PxR-GUR61A,http://www.youtube.com/channel/UCBrMq7wkdPWb3PxR-GUR61A,16603,775937,954,00:02:51,2024-08-31T00:45:02-07:00,http://img.youtube.com/vi/WaVyT0fcSkw/maxresdefault.jpg,1,2024-09-02
Grupo Menos é Mais - Coração Partido (Clipe Oficial),UCmkSzYG4ykYKFE4Ow0030zw,http://www.youtube.com/channel/UCmkSzYG4ykYKFE4Ow0030zw,50771,2169282,1400,00:03:14,2024-08-30T07:00:07-07:00,http://img.youtube.com/vi/n5wxZ_OBUXk/maxresdefault.jpg,1,2024-09-02
CORINTHIANS 2 X 1 FLAMENGO | MELHORES MOMENTOS | 25ª RODADA BRASILEIRÃO 2024 | ge.globo,UCgCKagVhzGnZcuP9bSMgMCg,http://www.youtube.com/channel/UCgCKagVhzGnZcuP9bSMgMCg,43406,1191539,3500,00:03:57,2024-09-01T14:38:26-07:00,http://img.youtube.com/vi/0OLuPL3ul3A/maxresdefault.jpg,1,2024-09-02
DESTRUINDO O PC DA MINHA NAMORADA!,UCJO_H1wW8zWTA1yHVy2s-Fw,http://www.youtube.com/channel/UCJO_H1wW8zWTA1yHVy2s-Fw,17288,146833,800,00:31:48,2024-08-31T13:00:06-07:00,http://img.youtube.com/vi/7HEYVtyNd3s/maxresdefault.jpg,1,2024-09-02
"MC Cebezinho, MC Tuto, MC Kako - A Danada Me Ligando  - PEGA NÓS, NÃO PEGA NÃO - DJ OREIA",UCEpCeCLUp6Oy75p7WixzjcA,http://www.youtube.com/channel/UCEpCeCLUp6Oy75p7WixzjcA,79128,2726260,1100,00:04:47,2024-08-28T08:00:08-07:00,http://img.youtube.com/vi/Ps042FNImds/maxresdefault.jpg,1,2024-09-02
Debate Prefeitura de São Paulo - 1º Turno - Completo - TV Gazeta (01/09/2024),UCNl_i-ggJbZNyOLlhE7yyhw,http://www.youtube.com/channel/UCNl_i-ggJbZNyOLlhE7yyhw,92281,2363814,13000,02:35:38,2024-09-01T17:11:34-07:00,http://img.youtube.com/vi/8_13HMgZGiM/maxresdefault.jpg,1,2024-09-02
Qualifying Highlights | 2024 Italian Grand Prix,UCB_qr75-ydFVKSF9Dmo6izg,http://www.youtube.com/channel/UCB_qr75-ydFVKSF9Dmo6izg,78134,3668129,2800,00:07:18,2024-08-31T08:33:36-07:00,http://img.youtube.com/vi/0ZAc44H69wY/maxresdefault.jpg,1,2024-09-02
MC Luuky - Nem Ligo pro Amor 💔 (Clipe Oficial) Oldilla,UCG90vRbG7aMXu0nD0DQ2wFA,http://www.youtube.com/channel/UCG90vRbG7aMXu0nD0DQ2wFA,24913,561159,8500,00:02:54,2024-08-30T08:00:07-07:00,http://img.youtube.com/vi/aRu1y9A4orU/maxresdefault.jpg,1,2024-09-02
"Jorge &amp; Mateus, Henrique &amp; Juliano - Xonei (Clipe Oficial)",UCL64gn1KZ1C-u87BGQv3b6w,http://www.youtube.com/channel/UCL64gn1KZ1C-u87BGQv3b6w,106704,8383729,6200,00:02:38,2024-08-16T07:00:05-07:00,http://img.youtube.com/vi/a3FDFSMz5JQ/maxresdefault.jpg,1,2024-09-02
O mistério do jogo mais macabro do Roblox,UCo-SyplR7M1ZC1w0YhwMa8w,http://www.youtube.com/channel/UCo-SyplR7M1ZC1w0YhwMa8w,50372,535976,1900,00:41:50,2024-08-30T15:29:43-07:00,http://img.youtube.com/vi/XoCeJhACk8E/maxresdefault.jpg,1,2024-09-02
RAVI ESTÁ QUASE ANDANDO SOZINHO ! * Incrível - Fran Japa,UCEhM0eu3Y95XnVjDpTd4Jgg,http://www.youtube.com/channel/UCEhM0eu3Y95XnVjDpTd4Jgg,3144,104125,,00:10:28,2024-09-02T15:00:09-07:00,http://img.youtube.com/vi/9jfrBQLK_Uk/maxresdefault.jpg,1,2024-09-04
Sonic 3: O Filme | Trailer Oficial | DUB | Paramount Pictures Brasil,UCgqD3GdUEfupsdY1kmFLIrw,http://www.youtube.com/channel/UCgqD3GdUEfupsdY1kmFLIrw,137850,5889732,,00:02:57,2024-08-27T06:01:07-07:00,http://img.youtube.com/vi/TXPkr5HcvBs/maxresdefault.jpg,1,2024-09-04
SOBREVIVENDO 24 HORAS na CASA NA ÁGUA *desistimos?,UC371icpvZj2oQaocL0i9L-g,http://www.youtube.com/channel/UC371icpvZj2oQaocL0i9L-g,,573391,844,00:21:54,2024-09-02T08:13:00-07:00,http://img.youtube.com/vi/h8Y9M7vgvkA/maxresdefault.jpg,1,2024-09-04
,UCj0rz9HZ7N_a49mLaJGHP6A,http://www.youtube.com/channel/UCj0rz9HZ7N_a49mLaJGHP6A,81647,1412879,3900,00:02:26,2024-08-27T16:00:06-07:00,http://img.youtube.com/vi/XlL6YhYUaAs/maxresdefault.jpg,1,2024-09-04
,UCj0rz9HZ7N_a49mLaJGHP6A,http://www.youtube.com/channel/UCj0rz9HZ7N_a49mLaJGHP6A,76823,1162670,3800,00:02:26,2024-08-27T16:00:06-07:00,http://img.youtube.com/vi/XlL6YhYUaAs/maxresdefault.jpg,1,2024-09-02
SOBREVIVENDO 24 HORAS na CASA NA ÁGUA *desistimos?,UC371icpvZj2oQaocL0i9L-g,http://www.youtube.com/channel/UC371icpvZj2oQaocL0i9L-g,,156117,409,00:21:54,2024-09-02T08:13:00-07:00,http://img.youtube.com/vi/h8Y9M7vgvkA/maxresdefault.jpg,1,2024-09-02
Sonic 3: O Filme | Trailer Oficial | DUB | Paramount Pictures Brasil,UCgqD3GdUEfupsdY1kmFLIrw,http://www.youtube.com/channel/UCgqD3GdUEfupsdY1kmFLIrw,132100,5726547,,00:02:57,2024-08-27T06:01:07-07:00,http://img.youtube.com/vi/TXPkr5HcvBs/maxresdefault.jpg,1,2024-09-02
